"- Take advantage of a low-cost payment solution <br />","- Aprovechar una solución de pago de baje coste<br />"
"Both cost management and cash flow management are simplified. You can take advantage of a more competitive cost than using a credit card by paying a low percentage only on the transactions made on your site. <br />","La gestión de costes se simplifica, así como la gestión del flujo de caja. Puedes disfrutar de un coste más competitivo que el de la tarjeta de crédito pagando un bajo porcentaje solo sobre las transacciones realizadas en tu página. <br />"
"- Enjoy instant payments: <br />","- Aprovechar los pagos instantáneos: <br />"
"Receive funds in your bank account fast.<br />","Consigue fondos rápidamente en tu cuenta bancaria.<br />"
"- Benefit from irrevocability of payments: <br />","- Aprovechar la irrevocabilidad del pago: <br />"
"Payments are irrevocable. In other words, customers cannot cancel or modify their payments. <br />","El pago es irrevocable, es decir, el cliente no puede cancelar ni modificar su pago. <br />"
"- Reduce fraud rates and offer secure payment<br />","- Reducir las tasas de fraude y ofrecer pagos seguros<br />"
"With account-to-account transfer, at the time of payment, your customer is authenticated directly to their online account.","Con la transferencia inmediata, en el momento del pago, el cliente se autentica directamente en su cuenta online."
"No sensitive data will be entered, which makes it possible to offer a secure payment process with a limited risk of fraud.<br />","No se introducirán datos sensibles, lo que permite ofrecer un proceso de pago seguro con un riesgo de fraude limitado. "
"How does transfer payment work?","¿Cómo funciona el pago por transferencia bancaria?"
"A seamless and secure payment process: <br />","Un proceso de pago fluido y seguro: <br />"
"Step 1: The customer chooses to pay for their purchase by account-to-account transfer <br />","Paso 1: El cliente elige pagar por transferencia inmediata su compra<br />"
"Step 2: The customer selects their bank to settle their purchase <br />","Paso 2: El cliente selecciona su banco para pagar su compra<br />"
"Step 3: The customer is authenticated with their bank in a smooth and secure manner<br />","Paso 3: El cliente se autentica con su banco de forma fluida y segura<br />"
"Step 4: The customer verifies and confirms the payment <br />","Paso 4: El cliente verifica y confirma el pago<br />"
"Benefits: <br />","Las ventajas: <br />"
"- No manual input or IBAN<br />","- Sin entrada manual o IBAN<br />"
"- Payment in a few seconds<br />","- Pago en unos segundos<br />"
"- No additional cost <br />","- Sin coste adicional<br />"
"High Ceilings <br />","Límites altos <br />"
"Your customers can pay for big carts safely and instantly - no need to increase their credit card ceilings. <br />","Tus clientes pueden pagar carritos altos de manera segura e instantánea, sin necesidad de aumentar los límites de sus tarjetas de crédito. <br />"
"Security <br />","Seguridad <br />"
"No manual input is required - banking information remains in your customer's hands. <br />","No es necesaria la entrada manual, la información bancaria permanece en posesión de tu cliente. <br />"
"Simplicity <br />","Simplicidad <br />"
"Whether your customer is on a mobile device or in front of a computer, the payment process is simple and seamless. Payment is completed in a matter of seconds.","Tanto si tu cliente utiliza un dispositivo móvil como un ordenador, el proceso de pago es sencillo y sin inconvenientes. El pago se realiza en solo unos segundos."
"How long will it take to receive my payment?","¿Cuánto tardaré en recibir mi pago?"
"It depends on the banks. There are two use cases as follows:<br />","Depende de los bancos, hay dos tipos de casos:<br />"
"- For banks that offer instant transfer, funds arrive in your account in a matter of seconds (10 seconds max).<br />","- Para los bancos que ofrecen transferencia instantánea, los fondos llegan a tu cuenta en unos segundos (10 segundos como máximo)<br />"
"- For banks that do not offer instant transfer yet, the funds arrive in your bank account within 48 business hours.<br />","- Para los bancos que aún no ofrecen transferencias instantáneas, los fondos llegan a tu cuenta bancaria en 48 horas hábiles<br />"
"In both cases, the Magento module informs you of the status and condition of your payment.","En ambos casos el módulo de Prestashop te indica el estado y la situación del pago."
"What are the technical requirements of the Magento2 module?","¿Cuáles son los requisitos técnicos del módulo Magento?"
"How do I create my account on the Bridge dashboard?","¿Cómo creo mi cuenta en el panel de control de Bridge?"
"Register <a href=""https://dashboard.bridgeapi.io/signup?utm_campaign=connector_magento"" target=""_blank"">here</a> to access the Bridge dashboard.","Inscríbete <a href=""https://dashboard.bridgeapi.io/signup?utm_campaign=connector_magento"" target=""_blank"">aquí</a> para tener acceso al panel de Bridge."
"How do I check that the module runs well?","¿Cómo comprobar el correcto funcionamiento del módulo?"
"Test mode allows you to verify that the module is working properly with your shop and to see how the customer experience is without any funds or fees being charged.<br />","El modo de prueba te permite verificar que el módulo funciona correctamente con tu tienda y ver cómo es la experiencia del cliente sin que se cobren fondos ni tarifas.<br />"
"Steps: <br />","Pasos: <br />"
"- Create an account on the Bridge dashboard<br />","- Crear una cuenta en el dashboard de Bridge<br />"
"- Create an app on the Bridge dashboard on Sandbox mode<br />","- Crear una app en el panel de Bridge en modo Sandbox<br />"
"- Activate the Test mode on the module<br />","- Activar el modo de prueba en el módulo<br />"
"- Add your Sandbox client ID and client secret<br />","- Añadir tu ID de cliente y el cliente secreto de Sandbox<br />"
"You can then make the first Test payment :<br />","Luego, podrás realizar tu primer pago de prueba :<br />   "
"How do I receive my first payments in my account?","¿Cómo realizo mis primeros pagos en mi cuenta?"
"Once you are ready to bill your customers with our module, you can switch to Production mode.<br />","Cuando estés listo para facturar a tus clientes con nuestro módulo, puedes cambiar al modo Producción. <br />"
"You will need to create a Production app on the Bridge dashboard.<br />","Deberás crear una aplicación de producción en el panel de control de Bridge.<br />"
"To do so, please contact our sales team:<br />","Para ello, ponte en contacto con nuestro equipo comercial:<br />"
"Do I need to configure Bridge webhooks?","¿Debo configurar webhooks para Bridge?"
"Yes, you need to configure webhooks in order to get more details about the transactions and their status.<br />","Sí, debes configurar webhooks para obtener más detalles sobre las transacciones y su estado.<br />"
"You need to add this callback URL :","Debes añadir esta URL de devolución de llamada "
" to your Bridge dashboard > Webhooks > Add a webhook > And select this one:<br /> ","a tu panel de Bridge > Webhooks > Añadir un webhook > Y seleccionar este:<br />"
"payment.transaction.updated.<br />","payment.transaction.updated.<br />"
"You can name the webhook as you wish.","Puedes nombrar el webhook como quieras."
"Do you have a question about your account, billing, fees, contract?<br />How do I contact support?","¿Tienes alguna pregunta sobre tu cuenta, la facturación, las tarifas, el contrato?<br />¿Cómo ponerse en contacto con el soporte?"
"- URL: %s<br />- PHP: %s<br />- Module version: %s<br />- Magento version: %s<br />","- URL: %s<br />- PHP: %s<br />- Version del module: %s<br />- Version de Magento: %s<br />"
"To contact the support you must go to the developer page of the module on Magento Addons","Para ponerse en contacto con el soporte, debes ir a la página del desarrollador del módulo en Magento Addons<br />"
"Send a message with the following information:<br />","Envíe un mensaje con la siguiente información:<br />"
"- Multishop: yes / no","- Multiboutique: Sí / No"
"FAQ","Preguntes frequentes"
"contact us here","contacte con nosotros aquí"
